,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
5133,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb a bag 4 goigng out dat is not too small or jus anything except perfume smth dat i can keep,"['hmm', 'dunno', 'leh', 'mayb', 'a', 'bag', '4', 'goigng', 'out', 'dat', 'is', 'not', 'too', 'small', 'or', 'jus', 'anything', 'except', 'perfume', 'smth', 'dat', 'i', 'can', 'keep']","['hmm', 'dunno', 'leh', 'mayb', 'bag', '4', 'goigng', 'dat', 'small', 'jus', 'perfume', 'smth', 'dat']","['hmm', 'dunno', 'leh', 'mayb', 'bag', '4', 'goigng', 'dat', 'small', 'jus', 'perfume', 'smth', 'dat']"
5134,ham,Sday only joined.so training we started today:),sday only joinedso training we started today,"['sday', 'only', 'joinedso', 'training', 'we', 'started', 'today']","['sday', 'joinedso', 'training', 'started', 'today']","['sday', 'joinedso', 'training', 'start', 'today']"
5135,ham,Sorry * was at the grocers.,sorry  was at the grocers,"['sorry', '', 'was', 'at', 'the', 'grocers']","['sorry', '', 'grocers']","['sorry', 'grocer']"
5136,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,there are some nice pubs near here or there is frankie n bennys near the warner cinema,"['there', 'are', 'some', 'nice', 'pubs', 'near', 'here', 'or', 'there', 'is', 'frankie', 'n', 'bennys', 'near', 'the', 'warner', 'cinema']","['nice', 'pubs', 'near', 'frankie', 'n', 'bennys', 'near', 'warner', 'cinema']","['nice', 'pub', 'near', 'frankie', 'n', 'benny', 'near', 'warner', 'cinema']"
5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",you ve won your 4 costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost£150pm max10mins,"['you', 've', 'won', 'your', '4', 'costa', 'del', 'sol', 'holiday', 'or', '£5000', 'await', 'collection', 'call', '09050090044', 'now', 'toclaim', 'sae', 'tc', 's', 'pobox334', 'stockport', 'sk38xh', 'cost£150pm', 'max10mins']","['ve', 'won', '4', 'costa', 'del', 'sol', 'holiday', '£5000', 'await', 'collection', '09050090044', 'toclaim', 'sae', 'tc', 's', 'pobox334', 'stockport', 'sk38xh', 'cost£150pm', 'max10mins']","['ve', 'won', '4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collection', '09050090044', 'toclaim', 'sae', 'tc', 'be', 'stockport']"
5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup i havent been there before you want to go for the yoga i can call up to book ,"['yup', 'i', 'havent', 'been', 'there', 'before', 'you', 'want', 'to', 'go', 'for', 'the', 'yoga', 'i', 'can', 'call', 'up', 'to', 'book', '']","['yup', 'havent', 'want', 'yoga', 'book', '']","['yup', 'have', 'not', 'want', 'yoga', 'book']"
5139,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut it omg yesterday i had a dream that i had 2 kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face,"['oh', 'shut', 'it', 'omg', 'yesterday', 'i', 'had', 'a', 'dream', 'that', 'i', 'had', '2', 'kids', 'both', 'boys', 'i', 'was', 'so', 'pissed', 'not', 'only', 'about', 'the', 'kids', 'but', 'them', 'being', 'boys', 'i', 'even', 'told', 'mark', 'in', 'my', 'dream', 'that', 'he', 'was', 'changing', 'diapers', 'cause', 'im', 'not', 'getting', 'owed', 'in', 'the', 'face']","['oh', 'shut', 'omg', 'yesterday', 'dream', '2', 'kids', 'boys', 'pissed', 'kids', 'boys', 'told', 'mark', 'dream', 'changing', 'diapers', 'cause', 'im', 'getting', 'owed', 'face']","['oh', 'shut', 'omg', 'yesterday', 'dream', '2', 'kid', 'boy', 'pissed', 'kid', 'boy', 'tell', 'mark', 'dream', 'change', 'diaper', 'I', 'm', 'get', 'owe', 'face']"
5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys,"['yeah', 'i', 'imagine', 'he', 'would', 'be', 'really', 'gentle', 'unlike', 'the', 'other', 'docs', 'who', 'treat', 'their', 'patients', 'like', 'turkeys']","['yeah', 'imagine', 'gentle', 'unlike', 'docs', 'treat', 'patients', 'like', 'turkeys']","['yeah', 'imagine', 'gentle', 'unlike', 'doc', 'treat', 'patient', 'like', 'turkey']"
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,"['free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8077', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', '16', 'norm150ptone']","['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'week', 'txt', 'nokia', '8077', 'txting', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', '16', 'norm150ptone']","['free', 'week', 'nokia', 'tone', '4', 'ur', 'mobile', 'week', 'txt', 'nokia', '8077', 'txte', 'tell', 'ur', 'mate', 'wwwgetzedcouk', 'pobox', '36504', '16']"
5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link,"['now', 'that', 'you', 'have', 'started', 'dont', 'stop', 'just', 'pray', 'for', 'more', 'good', 'ideas', 'and', 'anything', 'i', 'see', 'that', 'can', 'help', 'you', 'guys', 'ill', 'forward', 'you', 'a', 'link']","['started', 'dont', 'stop', 'pray', 'good', 'ideas', 'help', 'guys', 'ill', 'forward', 'link']","['start', 'do', 'not', 'stop', 'pray', 'good', 'idea', 'help', 'guy', 'ill', 'forward', 'link']"
5143,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,"['hi', 'darlin', 'im', 'on', 'helens', 'fone', 'im', 'gonna', 'b', 'up', 'the', 'princes', '2', 'nite', 'please', 'come', 'up', 'tb', 'love', 'kate']","['hi', 'darlin', 'im', 'helens', 'fone', 'im', 'gonna', 'b', 'princes', '2', 'nite', 'come', 'tb', 'love', 'kate']","['hi', 'darlin', 'I', 'm', 'helens', 'fone', 'I', 'm', 'go', 'to', 'b', 'prince', '2', 'nite', 'come', 'tb', 'love', 'kate']"
5144,ham,I'm in office now da:)where are you?,im in office now dawhere are you,"['im', 'in', 'office', 'now', 'dawhere', 'are', 'you']","['im', 'office', 'dawhere']","['I', 'm', 'office', 'dawhere']"
5145,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u so poor thing i give u my support k jia you ill think of u,"['aiyar', 'u', 'so', 'poor', 'thing', 'i', 'give', 'u', 'my', 'support', 'k', 'jia', 'you', 'ill', 'think', 'of', 'u']","['aiyar', 'u', 'poor', 'thing', 'u', 'support', 'k', 'jia', 'ill', 'think', 'u']","['aiyar', 'u', 'poor', 'thing', 'u', 'support', 'k', 'jia', 'ill', 'think', 'u']"
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally not bad timing great fingers  the trains play along will give fifteen min warning,"['oh', 'unintentionally', 'not', 'bad', 'timing', 'great', 'fingers', '', 'the', 'trains', 'play', 'along', 'will', 'give', 'fifteen', 'min', 'warning']","['oh', 'unintentionally', 'bad', 'timing', 'great', 'fingers', '', 'trains', 'play', 'min', 'warning']","['oh', 'unintentionally', 'bad', 'timing', 'great', 'finger', 'train', 'play', 'min', 'warning']"
5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get your garden ready for summer with a free selection of summer bulbs and seeds worth £3350 only with the scotsman this saturday to stop go2 notxtcouk,"['get', 'your', 'garden', 'ready', 'for', 'summer', 'with', 'a', 'free', 'selection', 'of', 'summer', 'bulbs', 'and', 'seeds', 'worth', '£3350', 'only', 'with', 'the', 'scotsman', 'this', 'saturday', 'to', 'stop', 'go2', 'notxtcouk']","['garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulbs', 'seeds', 'worth', '£3350', 'scotsman', 'saturday', 'stop', 'go2', 'notxtcouk']","['garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulb', 'seed', 'worth', '3350', 'scotsman', 'saturday', 'stop', 'notxtcouk']"
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),kthen come wenever u lik to come and also tel vikky to come by getting free time,"['kthen', 'come', 'wenever', 'u', 'lik', 'to', 'come', 'and', 'also', 'tel', 'vikky', 'to', 'come', 'by', 'getting', 'free', 'time']","['kthen', 'come', 'wenever', 'u', 'lik', 'come', 'tel', 'vikky', 'come', 'getting', 'free', 'time']","['kthen', 'come', 'wenever', 'u', 'lik', 'come', 'tel', 'vikky', 'come', 'get', 'free', 'time']"
5149,ham,Pls call me da. What happen.,pls call me da what happen,"['pls', 'call', 'me', 'da', 'what', 'happen']","['pls', 'da', 'happen']","['pls', 'da', 'happen']"
5150,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year to u and ur familymay this new year bring happiness  stability and tranquility to ur vibrant colourful life,"['happy', 'new', 'year', 'to', 'u', 'and', 'ur', 'familymay', 'this', 'new', 'year', 'bring', 'happiness', '', 'stability', 'and', 'tranquility', 'to', 'ur', 'vibrant', 'colourful', 'life']","['happy', 'new', 'year', 'u', 'ur', 'familymay', 'new', 'year', 'bring', 'happiness', '', 'stability', 'tranquility', 'ur', 'vibrant', 'colourful', 'life']","['happy', 'new', 'year', 'u', 'ur', 'familymay', 'new', 'year', 'bring', 'happiness', 'stability', 'tranquility', 'ur', 'vibrant', 'colourful', 'life']"
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.,no problem with the renewal ill do it right away but i dont know his details,"['no', 'problem', 'with', 'the', 'renewal', 'ill', 'do', 'it', 'right', 'away', 'but', 'i', 'dont', 'know', 'his', 'details']","['problem', 'renewal', 'ill', 'right', 'away', 'dont', 'know', 'details']","['problem', 'renewal', 'ill', 'right', 'away', 'do', 'not', 'know', 'detail']"
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you,"['idk', 'im', 'sitting', 'here', 'in', 'a', 'stop', 'and', 'shop', 'parking', 'lot', 'right', 'now', 'bawling', 'my', 'eyes', 'out', 'because', 'i', 'feel', 'like', 'im', 'a', 'failure', 'in', 'everything', 'nobody', 'wants', 'me', 'and', 'now', 'i', 'feel', 'like', 'im', 'failing', 'you']","['idk', 'im', 'sitting', 'stop', 'shop', 'parking', 'lot', 'right', 'bawling', 'eyes', 'feel', 'like', 'im', 'failure', 'wants', 'feel', 'like', 'im', 'failing']","['idk', 'I', 'm', 'sit', 'stop', 'shop', 'parking', 'lot', 'right', 'bawl', 'eye', 'feel', 'like', 'I', 'm', 'failure', 'want', 'feel', 'like', 'I', 'm', 'fail']"
5153,ham,Haven't left yet so probably gonna be here til dinner,havent left yet so probably gonna be here til dinner,"['havent', 'left', 'yet', 'so', 'probably', 'gonna', 'be', 'here', 'til', 'dinner']","['havent', 'left', 'probably', 'gonna', 'til', 'dinner']","['have', 'not', 'leave', 'probably', 'go', 'to', 'til', 'dinner']"
5154,ham,"Like  &lt;#&gt; , same question",like  ltgt  same question,"['like', '', 'ltgt', '', 'same', 'question']","['like', '', 'ltgt', '', 'question']","['like', 'ltgt', 'question']"
5155,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,my new years eve was ok i went to a party with my boyfriend who is this si then hey,"['my', 'new', 'years', 'eve', 'was', 'ok', 'i', 'went', 'to', 'a', 'party', 'with', 'my', 'boyfriend', 'who', 'is', 'this', 'si', 'then', 'hey']","['new', 'years', 'eve', 'ok', 'went', 'party', 'boyfriend', 'si', 'hey']","['new', 'year', 'eve', 'ok', 'go', 'party', 'boyfriend', 'si', 'hey']"
5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir i need velusamy sirs date of birth and company bank facilities details,"['sir', 'i', 'need', 'velusamy', 'sirs', 'date', 'of', 'birth', 'and', 'company', 'bank', 'facilities', 'details']","['sir', 'need', 'velusamy', 'sirs', 'date', 'birth', 'company', 'bank', 'facilities', 'details']","['sir', 'need', 'velusamy', 'sir', 'date', 'birth', 'company', 'bank', 'facility', 'detail']"
5157,ham,K k:) sms chat with me.,k k sms chat with me,"['k', 'k', 'sms', 'chat', 'with', 'me']","['k', 'k', 'sms', 'chat']","['k', 'k', 'sm', 'chat']"
5158,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,i will come with karnan car please wait till 6pm will directly goto doctor,"['i', 'will', 'come', 'with', 'karnan', 'car', 'please', 'wait', 'till', '6pm', 'will', 'directly', 'goto', 'doctor']","['come', 'karnan', 'car', 'wait', 'till', '6pm', 'directly', 'goto', 'doctor']","['come', 'karnan', 'car', 'wait', 'till', '6', 'pm', 'directly', 'goto', 'doctor']"
5159,ham,No but the bluray player can,no but the bluray player can,"['no', 'but', 'the', 'bluray', 'player', 'can']","['bluray', 'player']","['bluray', 'player']"
5160,ham,Ok... Then r we meeting later?,ok then r we meeting later,"['ok', 'then', 'r', 'we', 'meeting', 'later']","['ok', 'r', 'meeting', 'later']","['ok', 'r', 'meeting', 'later']"
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol no i just need to cash in my nitros hurry come on before i crash out,"['lol', 'no', 'i', 'just', 'need', 'to', 'cash', 'in', 'my', 'nitros', 'hurry', 'come', 'on', 'before', 'i', 'crash', 'out']","['lol', 'need', 'cash', 'nitros', 'hurry', 'come', 'crash']","['lol', 'need', 'cash', 'nitros', 'hurry', 'come', 'crash']"
5162,ham,Just send a text. We'll skype later.,just send a text well skype later,"['just', 'send', 'a', 'text', 'well', 'skype', 'later']","['send', 'text', 'skype', 'later']","['send', 'text', 'skype', 'later']"
5163,ham,Ok leave no need to ask,ok leave no need to ask,"['ok', 'leave', 'no', 'need', 'to', 'ask']","['ok', 'leave', 'need', 'ask']","['ok', 'leave', 'need', 'ask']"
5164,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'yours', 'call', '09063458130', 'now', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']","['congrats', '2', 'mobile', '3g', 'videophones', 'r', '09063458130', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']","['congrat', '2', 'mobile', '3', 'g', 'videophone', 'r', '09063458130', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl']"
5165,ham,Ü still got lessons?  Ü in sch?,ü still got lessons  ü in sch,"['ü', 'still', 'got', 'lessons', '', 'ü', 'in', 'sch']","['ü', 'got', 'lessons', '', 'ü', 'sch']","['ü', 'get', 'lesson', 'ü', 'sch']"
5166,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe,"['y', 'she', 'dun', 'believe', 'leh', 'i', 'tot', 'i', 'told', 'her', 'its', 'true', 'already', 'i', 'thk', 'she', 'muz', 'c', 'us', 'tog', 'then', 'she', 'believe']","['y', 'dun', 'believe', 'leh', 'tot', 'told', 'true', 'thk', 'muz', 'c', 'tog', 'believe']","['y', 'dun', 'believe', 'leh', 'tot', 'tell', 'true', 'thk', 'muz', 'c', 'tog', 'believe']"
5167,ham,Oh did you charge camera,oh did you charge camera,"['oh', 'did', 'you', 'charge', 'camera']","['oh', 'charge', 'camera']","['oh', 'charge', 'camera']"
5168,ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",i‘ve got some salt you can rub it in my open wounds if you like,"['i‘ve', 'got', 'some', 'salt', 'you', 'can', 'rub', 'it', 'in', 'my', 'open', 'wounds', 'if', 'you', 'like']","['i‘ve', 'got', 'salt', 'rub', 'open', 'wounds', 'like']","['get', 'salt', 'rub', 'open', 'wound', 'like']"
5169,ham,Now i'm going for lunch.,now im going for lunch,"['now', 'im', 'going', 'for', 'lunch']","['im', 'going', 'lunch']","['I', 'm', 'go', 'lunch']"
5170,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,im in school now n ill be in da lab doing some stuff give me a call when ü r done,"['im', 'in', 'school', 'now', 'n', 'ill', 'be', 'in', 'da', 'lab', 'doing', 'some', 'stuff', 'give', 'me', 'a', 'call', 'when', 'ü', 'r', 'done']","['im', 'school', 'n', 'ill', 'da', 'lab', 'stuff', 'ü', 'r']","['I', 'm', 'school', 'n', 'ill', 'da', 'lab', 'stuff', 'ü', 'r']"
5171,ham,Oh k. . I will come tomorrow,oh k  i will come tomorrow,"['oh', 'k', '', 'i', 'will', 'come', 'tomorrow']","['oh', 'k', '', 'come', 'tomorrow']","['oh', 'k', 'come', 'tomorrow']"
5172,ham,"Aight, text me tonight and we'll see what's up",aight text me tonight and well see whats up,"['aight', 'text', 'me', 'tonight', 'and', 'well', 'see', 'whats', 'up']","['aight', 'text', 'tonight', 'whats']","['aight', 'text', 'tonight', 'what', 's']"
